,Review,Label
3364,host attentive friendly easy go spacious modern place great location superb view amaze spot breakfast open air oversee city,positive
3365,really friendly helpful owner help organize trip example train kandy ella thank help advices everything clean good location beautiful view nothing complain,positive
3366,feel home high standard cleanlines make us feel right home falzy take exceptional care us help us plan several detail journey invaluable source information sri lanka wonderful host immaculate room offer high beam ceilings air con ceiling fan relax veranda gorgeous view hill city life grateful opportunity stay feel homewas,positive
3367,breakfast sri lankan english great room lovely clean view fantastic bathroom exceptional clean host amaze would anything organise driver pick us airport take us dambulla pidurangala maybe lucjy get madura driver also organise tuk tuk tour town get train ticket ella lunch organise us arrival wash do fantastic service thoroughly recommend falzy hostnothing,positive
3368,best place ever stay khandy away noisy center amaze view top city spacious room super clean c confortable bed design bathroom hot water cosy guest house room open kitchen perfect meet neighbor stay special without kindly host fazly helpful friendly help us everything khandy ella h khandy realize forget coat home fazly send directly new hotel absolutely nothing allez les yeux ferm,positive
3369,amaze accomodation soon arrive felt relax falzy owner incredible help organise train ride next day even drive train station make sure ticket view house breathtaking peaceful environment room spotlessly clean shower toilet facilities exceptional falzy make us amaze mix sri lankan western food breakfast even give us desert come read review homestay definitely disappoint relax peaceful beautiful stay sri lanka far thank everything falzy extremely grateful helpnothing incredible homestay better hotel,positive
3370,amaze place excellent host fazly beautiful small boutique style hotel large room amaze balcony view kandy love stay give back,positive
3371,wonderful stay fazli perfect host great location short min drive centre kandy close enough get easily everywhere need far enough away noise room spacious toilet bathrooms keep really clean breakfast great star show fazli friendily great tip go eat arrange driver whenever need even drop us time would definitely stay nothing decorative ideas,positive
3372,stay family include nearly year old daughter wonderful time property spacious bright spotless incredible view city especially sunrise sunset fazly host incredibly helpful knowledgeable accommodate go way ensure make visit sri lanka actually enjoy much decide stay additional night unfortunately fully book fazly recommend another lovely place road personally move belong us day also help us organize sort activities include rid hotels later trip continue check us throughout trip ensure well addition fazly lovely house incredible host also really appreciate great shower awesome breakfast make us sri lankan western style accommodate daughter reusable water bottle save plastic overall wonderful stay would recommend everyone,positive
3373,fazly amaze host super friendly super helpful help us organize transport also give great advice kandy normally write review level hospitality simply outstanding highly recommend place many thank everything mathiaswas,positive
3374,clearly best host ever meet fazly go beyond anything expect host extremly helpful kind lot make stay extremly comfortable pleasant felt like stay friend place room spacious clean great view doubt place match fazly hospitality value money,positive
3375,owner extremely welcome helpful frequent travelers probably come across anyone thoughtful kind arrange everything ask take pride run homestay good reason super spacious room try book one mountain view really clean free water refill environment friendly water tap really felt home city noise although probably case kandy homestay little outside town though make less noisy,positive
3376,toll lokation great hospitality,positive
3377,amaze view big clean room comfortable bed delicious breakfast dinner one best rice curry taste sri lanka travel owner super friendly helpful organize train ticket ella last minute thank make stay memorable,positive
3378,breathtaking view km kandy downtown fazly extremely welcome always keen help guests personnally pick drop us time car arrange tuk tuk could fazly help us get train ticket ella short see almost none notice place super clean bathroom merely awesome internet fast enough watch episodes netflix breakfast main terrace absolutely lovely far best lodge experience get sri lanka would warmly recommend feel home friends nothing,positive
3379,absolutely clean big room wonderful view kandy quiet good calm busy citytrips fazly friendly helpful know city restaurants get around,positive
3380,amazingly large room magnificent panorama view kandy mountains one helpful host ever encounter nothing much trouble nothing,positive
3381,room modern extremely clean everything need include access kitchen need lot space location perfect get kandy short drive right centre great view city mountains terrace breakfast great best thing place host fazly friendly welcome super helpful really make place think anything great,positive
3382,host absolutely amaze take us dinner amaze local restaurant one best gastronomic experience sri lanka also breakfast wonderful amaze view great hot shower confy bed,positive
3383,nice helpful host room european standard clean breakfast terrasse view kandy lovely good price value ratio around km outside center give nice view need mean transport car tuk tuk,neutral
3384,lovely big room great view great host definitely recommend,positive
3385,absolutely one best guesthouses stay location perfect away busy centre still easy minute drive town facilities excellent fantastic room really great shower spotlessly clean fazly amaze host give us lift help arrange drivers nothing much ask would recommend place anyone genuinely would change thing,positive
3386,fazly spar expense turn top floor house perfect home stay furthermore go beyond help us anything wish even though stay one night prime example sri lankan hospitality could choose continental sri lankan breakfast end order deliciously fresh home cook location perfect avoid hustle bustle downtown kandy short drive away main attractions fazly local speak perfect english study uk bonus care environment aim run business sustainably possible regard already invest solar panel drive hybrid car want install water filtration solution avoid use plastic bottle train ticket popular ride kandy ella often hard obtain beforehand chance fazly help ask,positive
3387,host absolutely amaze help us lot organize airport shuttle change money buy train ticket give many tip hotel good clean beautiful view,positive
3388,spacious public place bedroom friendly host,positive
3389,feel home perfect choice kandy locate hill get magnificent view city kandy provide calm peaceful stay property new everything sparkle clean owner fazli kind hospitable always ready help none,positive
3390,wonderful view spacious modern clean fawsly helpful informative even give us lift free fabulous stay excellent meals special place glad book return traffic pollution kandy centre great,positive
3391,host amaze nice really want everything arrive kandy train wait us drive us stay know lot things sri lanka helpful plan everything even stay take care accommodation clean spacious delicious breakfast still doubt book look book regret nothing,positive
3392,hygiene room clean excellent owner fazly terrific host super friendly showt us best place kandy nothing,positive
3393,amaze hotel huge bedrooms well work shower bathrooms perfectly clean terrace area get whole day sun perfect relax slightly away business city relax perfect location mins city centre rupees make much peaceful quieter host best bite go way first minute accommodate us give us lift restaurants pick us place wife make us great curry one even advise us tip recommendations etc english perfect kind place definitely deserve would recommend anyone nothing really perfect,positive
3394,good safe accommodation fazly take good care guests take station town car whenever time allow book tuk tuk tour kandy us nice offer good value money thank,positive
3395,view place amaze owner super kind helpful would definitely recommend place,positive
3396,guesthouse great good personalise service clean middle chaotic noisy centre stay nights could stay longer time choice sri lankan continental breakfast choose sri lankan breakfast home make delicious guesthouse big terrace nice view hill take less minutes tuk tuk get centre middle centre good quiet night sleep,positive
3397,place absolute pleasure definitely top kandy sri lanka open january everything look feel new owner spend years europe understand european standards cleanliness well whole place cleaner flat ever spacious room nice bathroom hot shower strong stream strong wifi little kitchen use simple cook quick oats tea top owner super helpful give tip go see hesitate call train company pm see reservations ticket still leave many connections tour providers wild raft providers etc check quite late offer give us ride city grab dinner take us balaji dosan pure vegetarian local restaurant senanayake veediya kandy best meal sri lanka highly recommend place absolutely nothing would like perfect,positive
3398,nice helpful owner perfect place one night stay ella,positive
3399,owner super helpful still space ourselfs view terrace good need spend time city top accomodations sri lanka good place break rush noise detail decoration lower floor would make better first impression,positive
3400,tasty breakfest clean room bathroom friendly helpful personal great view terasseeverthing great,positive
3401,room spacious property clean bath spacious spot clean owner mr fazly helpful make sure thatour stay comfortable,positive
3403,start finish stay brilliant location peaceful beautiful view short tuk tuk ride away kandy centre owner lovely guy enough us stay make us feel welcome breakfast lovely room clean modern spacious love time,positive
3404,love stay feel home property brand new finish nice immaculate fazly attention detail generosity host unsurpassed leave really wish stay globally could nice one solo travel female felt super comfortable would highly recommend nothing,positive
3405,amaze sri lankan hospitality fazly generous moment come leave take care everything need book place rat honestly disappoint far exceed expectations every way beautiful sri lankan interior design impeccable cleanliness generous hospitality view extraordinary place quiet comfortable room clean regularly breakfast serve time want fridge kitchen near room really feel like home stay recommend place enough nothing complain,positive
3406,staff vasily make us feel welcome moment get provide many recommendations things kandy include golden temple hear anything research get travellers brekky offer choice western sri lankan one third day double sri lankan delicious view hotel feel home key stun view valley kandy view make sunrises sunsets spectacular room modern clean super comfy bed zilch place perfect,positive
3407,place clean comfy location good large terrace stun view best fazly owner frendly give us useful tip help travel plan drive us kandy city even attend train ticket us thank much hospitability hope see,positive
3408,feel home locate good area still calm center reach fast room clean terrace provide incredible view sri lankan breakfast delicious greatful service owner guest house take us center get us ticket train kind conversations highly recommend place bad thing mention stay two nights,positive
3409,name nothing complain,positive
3410,visit srilanka happen kandy miss place one best whole travel history staff cum owner simply superb,positive
3411,room clean clean clean large comfortable communal kitchen share lounge large terrace view across valley fazly go way helpthe location little town really require tuk tuk get big smoke though fazly happily drop,neutral
3412,wonderful guesthouse lovely care owner go way make sure comfortable happy thank nothing,positive
3413,awesome hospitality,positive
3414,fantastic property clean comfortable bed awesome view terrace great breakfast fazly outstanding host go way bake us feel welcome city help us trip sightsee even pick us town one even,positive
3415,stay feel home great fazly perfect host make us feel welcome first second pick us train station arrange great driver friend activities want around kandy fazly open answer question time help lot make stay homestay outstanding new place furniture clean lot individual detail locate hill around five minutes drive noisy kandy city center quiet stay special view fantastic time feel home recommend stay p make sure try tasty homemade sri lankan breakfast veranda,positive
3416,fazly lovely like name place really make fell like home give great advices really know city help make best visit warm look guests welcome lovely way,positive
3417,fazly owner friendly anything room clean plenty big enough large communal live room sofa kitchen good great view balconywas,positive
3418,clean beautiful view best breakfast helpful host organize everything wish thank fazli hopefully come,positive
3419,fazly greatest host world possibly universe make sure eat beef chop place incredibly clean comfortable hotel standard,positive
3420,best accommodation sri lanka super clean clean clean breakfast awesome sri lankan room comfortable bathroom new modern absolutely clean best host fazly nicest guy meet organize tour drivers us great always ask everything alright always care us point thank everything j n swas,positive
3421,host cleanness viewsnothing,positive
3422,absolutely love feel home fazli great host friendly helpful give us great recommendations even give us lift town dinner guesthouse brand new super clean room really big comfortable fantastic shower wifi breakfast amaze serve terrace incredible view kandy thank much everything best luck future,positive
3423,owner mountain view open air balcony apartment amenities wonderful stay wife,positive
3424,beautiful view amaze breakfast fantastic host fazly generous helpful drive us lot place help organise day trek knuckle forest reserve thank enough hospitality would stay,positive
3425,fabulous stay fazly feel home room humungous c everything spotlessly clean provide bottle water breakfast host pick us arrival drop us dinner arrange tuktuks negotiate price locals would absolutely recommend homestay wish fazly best,positive
3426,fazli host house really great guy know make western people happy provide amaze breakfast western srilanken style room adjacent bathroom two type shower modern equip clean really big balcony overlook kandy little detail yoga mat hand soap air con free charge place perfect relax away kandy busy city live good enough start activity kandy really recommend feel home would come back every time thank fazli everything br anja silvionothing everything perfect,positive
3427,large immaculate bedrooms bathroom fan air con one best shower hot water entire trip lovely helpful host fluent english kindly drive us town show us eat arrange taxis etc us eat kitchen area quiet area kandy easy get main centre problem aware stairs property,positive
3428,fazy welcome everything help stay well clearly main pro stay besides always try improove maintain high level service hotel away downtown tuk tuk also mean quiet place unlike downtown drop us couple time car free room modern especially c bathroomwas,positive
3429,location great minutes town glad town loud busy accommodation quiet relax room clean comfortable air con fan avaliable also kitchen could make drink anytime fazly great help wonderful host friendly help us load advice kandy rest trip nothing much ask also lovely breakfast balcony western sri lankan would highly recommend homestay kandy,positive
3430,owner guesthouse really friendly breakfast delicious view great,positive
3431,fazly superhost take care need give us lot useful advices view also fantastic bed comfy ask,positive
3432,nice place quiet area kandy room perfect clean nice view host nice friendly interest arrange us private driver next days visit north island drop us make shop supermarket give us recommandation sri lanka also arrange us safari park nice sure price park think pay compare people recommand place visit kandy area nothing,positive
3433,exceptional guesthouse brand new everything tip top shape far spacious normal clean kitchen guesthouse guests use tea coffee available free owner real gem live order delight guests fetch us train stationer free really appreciate also drop us restaurant free two occasion also help us organize tug tug good price breakfast super cook wife morning every freshly make tasty fridge kitchen use guests nothing,positive
3434,feel home really make feel home fazli amaze host help everything give tip also show around kandy get time place outside noisy part kandy quiet calm room super clean big c fan wifi great warm water work perfect seriously stay fazli thank much help everything good luck future,positive
3435,first fazly absolutely amaze host help us rearrange trip sri lanka give us helpful tip see place visit avoid save money room super super clean think find cleaner place whole island spacious plus superb view kandy house build hill delicious breakfast egg tea coffee yogurt fruit toast jam serve beautiful big terrace want fazly know place visit around kandy sri lanka general feel really care guests also know really nice reliable tuktuk driver help us find drivers good price rest trip find better cleaner place whole island wish fazly best call us ever visit austria march samunfortunately stay two days drive arugam bay next,positive
3436,fazly awesome host make stay kandy perfect place really great help everything need great tip great organization trip really nice learn sri lanka kandy homestay business thank everything,positive
3437,good functional kitchen breakfast balcony nice view great owner friendly offer get nice cold beer shop room get chilly night sheet bed would nice provide blanket guests,positive
3438,three room guest home hotel homely open year ago place clean comfortable room bathrooms huge friendly kind oblige owner everything easy locate hotel high slope,positive
3439,stay nights feel home love clean spacious lovely terrace view mountain kitchen handy water filter brilliant idea reduce number plastic bottle beautifully decorate room spacious clean everything need excellent shower air con breakfast dinners terrace delicious fazly wonderful host friendly helpful everything thank fazly good luck future,positive
3440,view good owners nicewas,positive
3441,clean big room nice view balcony warm welcome friendly host,positive
3442,feel home fantastic choice put think hotel comfortable stay farzly operate feel home accommodate order us pizza sort train ticket nuwara eliya ella hand deliver us even kindly take us nearby supermarket buy food drink felt extremely kind say easily order tuk tuk take town room balcony also fantastic terrace overlook kandy breakfast lovely omelette fruit toast tea room air con big bathroom problem room become cold air con fleece blanket may good,positive
3443,fantastic breakfast sri lankan great location nice view terrace quiet approx minutes tuk tuk ride kandy center amaze host fazly make everything possible arrange drivers tuk tuks early check even sunset beers everything super clean big room comfy bed nice big bathrooms,positive
3444,great view great host helpfulwas,positive
3445,spacious room comfy bed bathroom modern clean location perfect quiet neighbourhood still close city host amaze helpful even give us lift town even show us could find delicious sri lankan food complaints,positive
3446,helpful owner clean room good price nice view little far center suit us well,positive
3447,great location beautiful property large room access kitchen fridge huge sun terrace private balcony lovely bathroom load hot water day good internet best helpful interest owner host could wish forthere nothing could fault accommodation,positive
3448,clean comfortable get yummy home make dinner upon request bite town tranquil location great view,positive
3449,host couple helpful anything great breakfast always big smile great place relax nothing,positive
3450,delight reich hotel provide best facilities money spend staff friendly allow us early check upon request location make easy reach major tourist attractions peradeniya kandy towns within short time private park available super comfortable bed huge room im highly recommend hotel,positive
3451,location beautiful decent environment service make us punctually prepare food hot tasty time bother self convenience charge reasonable really enjoy stay,positive
3452,good placeswas,positive
3453,staff friendly efficient place cosy beautiful breakfast also good great choice price,positive
3454,wel locate delight reich hotel peradeniya beautiful garden view room close peradeniya botanical garden peradeniya hospital peradeniya university great experience delight reich hotel peradeniya food also delicious service good definitely recommend delight reich hotel peradeniya traveler,positive
3455,delight reich hotel offer accommodation peradeniya free wifi feature property free private park available site quiet desolate place meet owner good person really happy stay,positive
3456,delight reich hotel location great staff friendly helpful attractive owner indika front desk good welcome like anyway wide variety food drink buffet breakfast free really highly recommend hotel thank,positive
3457,hello delight reich hotel room excellent except buffet morning give free really happy thank,positive
3458,delight reich hotel calm clean place staff friendly safty place stay highly recommend hotel thank youwas,positive
3459,delight reich hotel conveniently place meter peradeniya railway station room tastefull furnish fit suite bathrooms guests also enjoy free wifi access throughout hotel quiet desolate place meet owner good person rich delicious free breakfast thank delight reich hotel,positive
3460,really nice place safe good room polite staff nice meals clean area better two bedsheets two bed better check mosquitos,positive
3461,delight reich hotel locate peradeniya meter peradeniya botanical garden offer accommodation relax free private park hotel provide hour room service room hotel provide seat private bathroom comfortable clean breakfast buffet available morning delight reich hotel peradeniya highly recommend hotel book journey great time lot excellent experience thank,positive
3462,place mind keep peaceful get lactationwas,positive
3463,spotless room great view window amenities exceptional compare price owner staff friendly service time awesome stay would recommend family group friends,positive
3464,lovely hotel im proud hotelrooms seem good,positive
3465,good service friendly staffwas,positive
3466,nice helpfull owners help us lot transport train station breakfast ready table recommend,positive
3467,friendly service comfortable room good foodwas,positive
3468,excellent nothing fine,positive
3469,good clean room washroom delicious breakfast,positive
3470,room meet expectations quiet calm surround bring better quality value customer satisaction peak theyre friendly,positive
3471,pleasant hotel great hospitality comment,positive
3472,friendly environment servicewas,positive
3473,nice clam clean place stay owners friendly really happy service good value money nothing,positive
3474,owners kind room clean room hot water,positive
3475,host couple helpful anything great breakfast always big smile great place relax nothing,positive
3476,room super clean give food good staff like family felt like home exactly,positive
3477,property clean facilities great location without disturbances onsite park good comfortable room din area clean bathroom delicious breakfast family stay highly recommend,positive
3478,good service peaceful environment,positive
3479,nice experience stay delight reich hotel facilities excellent service provide beyond expectations food provide yummy every thing perfect room clean spacious lovely view extremely helpful ongoing travel actually thank delight reich hotel owner wife,positive
3480,helpful friendly couple big clean room good food,positive
3481,staff owner friendly breakfast dinner nice team really enjoy,positive
3482,best value money friendly staff foods tea demand,positive
3483,good ambience enough space park,positive
3484,hospitality kind couple run hotelaccess road,positive
3485,host everything make us comfortable even give us lift shop station etc highly recommend,positive
3486,owner wife super friendly great hospitalitywas,positive
3487,good hospitality mr indikawas,positive
3488,amaze place american visit sri lanka years stay dozens different guest house kandy rest island far away best value money even twice money ever experience definitely go destination future visit kandy owners indika dinithi charm helpful beyond measure place brand new fully equip term facilities perfect location close enough main road provide easy access kandy peradeniya campus royal botanical garden awesome gampola period temples gadaladeniya embekke lankatilaka far enough remove road peaceful atmosphere enhance lovely garden patio boast view die days start fresh hot coffee bring room delicious breakfast follow friendly encounter owners staff fantastic night sleep lot special need travel around kandy arrange travel kandy addition misplace phone similar misadventures resolve immediately smile indika dinithi book sight unseen frankly figure description glow review must good true especially money wrong really good currently six room always book full book advance highly recommend every aspect exceed expectations complaints,positive
3489,good service comfortable cleanwas,positive
3490,sound proff,positive
3491,good place stay great hospitality food great well clean tidy environment good bargain money spend room get bite small others tip point cheerswas,positive
3492,property clean basic necessities available warm welcome staff great location without noices onsite park excellent comfortable live din areas everything perfect exactly photos stay next trip kandy sri lanka everything perfect,positive
3493,family run business kind owners go way make us comfortable newly build establishment,positive
3494,host nice would go way get us need place clean smell great shower good also friendly german shepherd dwas,positive
3495,nice location friendly staff hope visit,positive
3496,oweners kind friendly great gesture visitors place also give nice view hanthana mountain range,positive
3497,clean bed room bathroomwas,positive
3498,supernothing,positive
3499,good place staff friendlywas,positive
3500,nice quiet nothing say,positive
3501,great location close kandy comfortable place indika wife great host go way make stay memorable sri lankan style meals serve delicious surely book delight reich hotel peradeniya visit kandy nothing,positive
3502,friendly staff great service delicious foodswas,positive
3503,start staff indika wife kind polite super helpful people cleanest hotel ever sri lanka cockroaches room indika take us sightsee tour car peradeniya kandy make us good price way value money excellent end journey ask private driver go another place asank perfect driver need fast careful good music kind really happy stay delight reich hotel nothing everything perfect,positive
3504,owner super friendly safe place comfortable room location calm peaceful little bumpy road near property need careful vehicle low grind clearance,positive
3505,owners go beyond make stay comfortable one eat dinner breakfast food delicious nothing much trouble arrange tuk tuk us even give us lift main road hotel property brand new sparkle clean areas finish high standard room huge air con great plus could see sunrise mountains morning window definitely stay next area thank indika wife make us feel home,positive
3506,big room good bathroom clean amaze view window friendly helpful staff owners food fresh tasty thank much nothing,positive
3507,excellent place stay,positive
3508,owner warm welcome go beyond make us feel right home even provide us assistance locate hotel hand us refreshments almost immediately offer free snack drink friends family holiday sing songs rooftop enjoy wonderful even thank,positive
3509,friendly staff tasty food comfortable clean room recommendwas,positive
3510,good hotel incredible nice host roshan wive amaze host really take care guests roshan drive us kiosk need top data volume help us buy beer even spend eve together roof top really fun day leave bring us railway station organise train ticket ella awesome hostel open weeks ago picture give tiny impression nice spot highly recommend place peradeniya kandy place pefore best peeacebreakfast simple could little bite fancy,positive
3511,delight reich hotel really worth stay room really clean cozy windows nice view landescape host give us great tour trough temples kandy always will help lovley wife give place really warm friendly atmosphere always would happy come back,positive
3512,high valuewas,negative
3513,may price low price mean customers tolerate inconveniencedid provide facilities show toiletries except toilet tissue provide small soap request kettle safety deposit box refrigerator mention facilities breakfast include price coffee water provide breakfast charge total value breakfast rs string hoppers per person owners tell us leave satisfy facilities garden view garden pot narrow corridor entrance room,positive
3514,owners nicest people morning anything problems night firstly huge amount construction work get train ella look nap hear drill bang dont stay complete secondly keep large dog balcony hang head bark loudly night would shut thirdly upstairs ac loudest thing ever directly bed glass windows slat cycle horrid clank noise random intervals would shut stay get glass windows construction work complete ac units move upgrade dog release streets,positive
3515,breakfast good normal big partition check quick lot things description like free water hair dryer shampoo tooth brush paste soap etc breakfast personal give us water water bill price time usually lot different insect linens,positive
3516,staff kind helpful average level,positive
3517,room spacious bathroom bed comfortable next road could hear every single car noisy,neutral
3518,best hospitality customer care great staff property accomodating room spacious clean,positive
3519,room location close staffwas,positive
3520,location great close transportation easy walk bus train minute walk attractions kandy safe neighborhood room big clean private bath hot water good wifi breakfast fill sometimes smell come drain bathroom pleasant keep bathroom door close window open okay preferable breakfast include big fill however knock door wake tell time come breakfast specific time wish tell night rather wake knock minutes later tell come another couple show breakfast food sit table least hour untouched cold,neutral
3521,hotel close bus stand railway station easy reach travel bus train walk hotel clean staff friendly like place much extend another day hotel even allow use kitchen thank host us,positive
3522,perfect locationwas,positive
3523,clean well organize big room nice bathroom breakfast okay good location nearby train station start drill use hammer adjacent room laud couldnt sleep anymore coused huge headache morning,neutral
3524,location view balconylooks tire outside,positive
3525,room spacious exceptionally clean especially bathroom spotless balcony look beautiful view city valley buddha statue room quiet night ideal lovely sleep huge comfy bed nice wake morning sound chant nearby temple great central location couple super lovely friendly helpful really nice chat would definitely recommend,positive
3526,hot water day good location near railway station sightsee kandy lake tooth temple royal palace small room clean lot little ants place bed mosquito net near accommodation temple every morning clock big noise poor breakfast,neutral
3527,great location near station great friendly service shower strong hot,neutral
3528,property mins walk train station ideal take early train kandy lake mins walk shop tuktuks outside staff lovely helpful nice breakfast morning room big comfortable people bathroom big fan loud night time difficult fall asleep window bathroom open grid stop mosquitoes large square recommend keep bathroom door close stay fine though mosquito net,neutral
3529,good central location little noisy female front desk friendly family room double bed good space large bathroom hot shower big ceiling fan,positive
3530,nice clean room beautiful view city hill buddha statue location perfect close train station bus stop short walk main attractions city lake tample tooth next hotel also good place buy food breakfast continental normal size big ones homestays ok,positive
3531,pace pay money room big small comfy bed fan include maybe bite noisy mornings due traffic normal bathroom clean yet compact,positive
3532,close train station convenient ceiling fan make bite much noise good,neutral
3533,properity actually ive expect clean location good staff friendly helpfull one day ok loud street ok sleep time nothing bother wife problems niose street,positive
3534,room really clean nicely decorate wifi strong view city really gorgeous breakfast bite basic omelette toast sri lankan food offer generally staff really friendly last day leave witness guesthouse owner scream tuktuk driver outside quite stressful cause big crowd gather felt bite scar,neutral
3535,good one night close train stationwas,positive
3536,good location view city juice breakfast probably juice mix water something,neutral
3537,close train station look place one night low budget price place goodwas,positive
3538,staff helpful welcome room clean conveniently locate website say accept card arrival tell cash,positive
3539,close train bus station easy walk distance town centre lakefront,positive
3540,staff really make stay special help us book train ticket give ideas go around great room service etc view room exceptional overlook mountains giant buddha,positive
3541,great location nice friendly people perfect explore kandy walk distance bus train station ten minutes walk place interest check easy breakfast good value recommend room back great view kandy quieter although traffic noise stop dark tea coffee kettle room make hot drink anytime good budget accommodation days explore kandy surround area get bite insects bed room front face hospital traffic noise day,positive
3542,place great value money locate close train station warm water really good fan clean arrive quite late owner make sure let security guard,positive
3543,great view kandy easy get train bus station min walk heart kandy clean tidy,positive
3544,clean room nice view balcony good breakfast view citythe shower good evacuation system bathroom wet really quick,neutral
3545,warm helpful owners good value centrally locate room small basic though clean expect reasonable rate location central lack beautiful view onto candy lake get guest house,neutral
3546,nice stuff helpfull close train station wifi work maybe luck,neutral
3547,location place close everything main city centre minutes walk shower hot good pressure best shower sri lanka far staff fairly nice laundry available extra cost room fairly clean apart ants everywhere overall good accommodation need kitchen worth price main problem accommodation amount ants present everywhere room full ants crawl everywhere bite us night also crawl bed kitchen ants crawl around surface make discusting make food see ants everywhere try get food think need pest control carry reason picture book com match accommodation kitchen look different great also clean mention full ants kitchen lack basic cookwear like cook pot pan couldnt cook want thats reason want book place kitchen baby tell cook pot available lady never get felt like kitchen guests staff make food guests someone pay bed room loudest ever life wake baby plenty time,neutral
3548,really good location close bus train stationit loud night,positive
3549,location good room big two big bed house nice view city man prepare us breakfast nice receive email say could pay card arrive tell us want pay card pay extra fee need ask question stay nobody reception wait long time ring little bell nobody appear call guest phone ask come reception talk available come polite room without ac,neutral
3550,location quietness ratch basically whole staff hard worker always smile face keep saw many ants room bathroom breakfast area,neutral
3551,location convenient consider train station nearby bed comfortable,neutral
3552,everything ok quite modest breakfast one night ok,positive
3553,good location friendly staff clean room noisy,positive
3554,good place stay close train station balcony even chillwas,positive
3555,friendly people breakfast basic fine sri lanka term location nearby hotspots,positive
3556,many things eat,negative
3557,place well worth price locate centrally close railway station reach city center walk room clean nicely equip mosquito stay staff friendly polite overall place perfect short stay kandy give location guesthouse close main railway station neighborhood neither clean beautiful walk around could noise temple near stay special buddhism occasion,positive
3558,comfortable bed budget price hotel location within walk distance kandy city centre come nice breakfast,positive
3559,clean place close railway station friendly staff nice view noisy room sound proof street noise make impossible sleep room bad bathroom door close bathroom window force open well way reduce noise way,neutral
3560,close train station balcony nice view blanket kandy cold night breakfast simple two slice bread door room problems difficult lock,neutral
3561,kandyan sweet villa locate central yet quiet area kandy little hide entrance basically narrow glas door step go yet place nice room spacious clean also like view balcony overlook city green surround breakfast fine nothing special satisfy recommend accommodation air con,positive
3562,room really clean owner help us arrange activities want course phone nice big double bed reception guy speak english basic word look like reception available always day time noone need help phone special phone number reception desk need something call room doors really thin noise corridor come room temple near know something hotel deal mass start every freak day speakers really poor breakfast,neutral
3563,close rail station breakfast poor staff know english clean,neutral
3564,kind staff help organize affordable tuk tuks day trip pizza delivery comfortable room great shower great wifi overall great value,positive
3565,great location near railwaystation clean room recommendwas,positive
3566,room nice clean location also nice min walk city center min bus terminal train station around hotel local restaurants good food somebody take bfast get different n proper bfast owner sooo friendly say dont pay bfast bed really comfy n one fan break,neutral
3567,locationhad ants room bed,negative
3568,location next train station perfect us staff helpful organize train ticket reserve seat day arrive breakfast good view balcony nice make sure find door little bite hide small exactly address suppose,neutral
3569,breakfast really good really nice view hotel really near city center walk market interest point room confortable good wifi,positive
3570,view amaze great breakfast roomservice hot shower good bed definitely worth money without tuktuk transport quite steep walk villagethey provide fleece blanket without extra sheet use blanket,positive
3571,location great mins train station air condition room bite annoy fan bed sound like helicopter get use quickly breakfast bite smaller expect ahead hr train journey one morning cold,neutral
3572,hotel convenient location room comfortable expect lift bus station check morning include price guy show,neutral
3573,min walk centre town near bus station staff helpful room big clean problems wifi manage get sort first day get wake morning pray pretty sure unavoidable wherever stay,neutral
3574,close station nice view window room facilities say website,neutral
3575,easy access public transport useful people travel kandy train bus close major attractions kandy backpack need attend work central business area comfy sleep place ideal property clean staff helpful attend work general hospital ideal breakfast good room comfortable noisy despite close road bathroom good excellent water speed hot water park available use vehicle airconditioning would prefer little early breakfast look relax day time stay room good view enjoy family place,neutral
3576,water kettle room clean room bathroom welcome tea staff nicefrom bus train station hard find way walk hotel entree small hard notice small ants bed really bother sleep,neutral
3577,nice friendly place,positive
3578,close railway station clean room super friendly helpfull owners ventilator c,positive
3579,close train station bite walk city center ok either stay close city train station together possible price range nice room balcony hot shower comfy bed welcome tea like would come yes hear prayers loud use earplugs fine stay another guesthouse much louder sleep one hour prayers guesthouse totally fine,positive
3580,owner staff nice helpful help us arrange train ticket ella room big airy balcony nice addition well look greenery see big buddha breakfast also include cost well around minutes walk kandy lake main town minute walk train station property reception clean kandy noisy city hard sleep night prayers start early morning even room could maybe soundproof better,neutral
3581,good location hotel locate min railway station bathroom clean love itsmall room,neutral
3582,close train station minutes walk distance city centre owner arrange us taxi make sure speak way driver ask us extra money end refuse breakfast pack leave early breakfast homemade serve,neutral
3583,host tell us useful indormation train ella air condition,positive
3584,helpful host forget headlight sigiriya owner everything get kandy,positive
3585,staff welcome speak proper english room tidy enough cool fan bed nice balcony good view best thing location minute shortcut train station u make sure early need kandy noisy city lot honk big truck also prayers start loud well,neutral
3586,good location nice hostthe tea kettle dusty inside wash use,neutral
3587,tasty breakfast location near station beautiful view whole citybroken door lock,positive
3588,convenient train bus station lot electrical sockets bathroom big modernbeds noisy mattress,neutral
3589,location great discover whole city convenient transportation since next rail station bus station hotel manager friendly help us arrange trip affordable price thank youwould great room ac,positive
3590,good night stay near train station get tuk tuk bus station lkr walk train station staff show us short cut breakfast good staff friendly helpful little hot due fan know book,positive
3591,nice view room bed nice whole place clean second away railway station breakfast rubbish wifi fail third night however staff seem bother offer explanation,neutral
3592,proximity station town beautiful view buddha mention something maybe fact fridge room experience everywhere really issue happy everything else,neutral
3593,friendly staff good breakfast close train station definitely worth stay noise main road acceptable loud,positive
